Fisrt_Name,Last_Name,Gender,Age,Length_Service,Absent_Hours,distribution_centers_id
Sargent,Doris,F,27.85496231,4.953666427,0,5
Lilly,Manuel,M,50.58410266,4.467757821,62.02858694,9
Douglas,John,M,58.50751557,4.216304,142.6547411,1
Thompson,Diana,F,46.93023256,6.121173127,97.46422554,5
Newton,Scott,M,42.81382148,3.838053138,62.85680013,10
Ziegler,Leroy,M,65.40457585,6.19432812,141.8845743,7
Roberts,Linda,F,43.22790693,4.430164156,48.86192729,9
McClellan,Lea,F,35.37321637,4.431555237,0,2
Blaser,Henry,M,34.29726592,4.212596164,26.94187106,9
Bell,Melanie,F,13.78738283,5.756020591,0,4
Johnson,Judith,F,35.0927403,5.1198329,52.91692057,3
Baldwin,Alan,M,54.69030271,6.764246781,142.2845779,10
Johnson,Seymour,M,17.64960775,3.088053582,0,7
Garren,Claudia,F,66.52841235,5.229017856,189.8431148,4
Sebastian,Art,M,48.12167077,6.507866455,39.2762802,3
Turney,Grace,F,32.34680637,5.426903541,0,8
Dagostino,Randy,M,33.65654567,6.539834695,19.81942985,4
Ortiz,Paul,M,36.59330944,4.329089351,18.1336837,10
Mills,Vernon,M,28.45738332,4.013198519,0,2
Schiavo,Yvonne,F,41.9142128,4.685103817,52.15906148,4
More,James,M,47.08135181,3.663386338,81.12041424,2
Snyder,Eva,F,42.94571619,4.153249272,86.76181595,2
Hoy,Carlos,M,35.73266775,3.517690848,16.33964207,9
Magill,Lisa,F,31.25786618,5.186569507,49.5798129,4
Marsh,Philip,M,43.09101288,3.326655308,37.63274456,3
Reeder,Clinton,M,53.65784969,5.146696631,116.3237226,7
Berry,Angie,F,37.18402568,6.021596848,27.04283324,4
Schrader,Jean,F,58.96696824,3.275080557,91.79813643,9
Hardiman,Sarah,F,39.18109088,4.687380853,77.26832819,9
Boyd,Patricia,F,24.31872415,4.387570638,0,6
Lee,Jean,F,33.13269823,6.11627198,43.4866069,7
Navarro,Kevin,M,44.23673453,5.225479216,59.2454717,9
Cashin,John,M,46.22479252,4.649734127,13.52485118,7
Lee,Vincent,M,44.48088494,4.485096173,30.51729299,10
Kimbrough,Alma,F,41.02299543,5.649400513,57.89970775,5
Berg,Diane,F,41.16711448,7.575893737,82.7829729,7
Belgrave,Sonia,F,42.00569809,4.896456067,42.72779934,8
Adams,Robert,M,32.73075382,2.416922373,0,8
Rowe,Robert,M,42.96695787,7.06341649,50.44850349,2
Sasso,Dorothy,F,53.75575215,3.271569475,142.6230962,9
Snell,Shelia,F,28.5812738,4.548484889,0,2
Kim,James,M,25.12906859,3.554216274,0,10
Basile,Thaddeus,M,49.55351483,5.095902663,72.30863336,5
Metcalf,Joe,M,45.2145707,9.169230763,60.14210111,1
Toney,Isaac,M,39.45853516,2.27247557,69.59793409,10
Stockwell,Donald,M,44.66055437,3.266397372,83.4196337,2
Young,Anthony,M,42.2200554,6.130024319,27.23199849,10
Larson,Jami,F,43.65747763,4.540122604,107.9781399,3
McCary,Meaghan,F,47.07189852,5.025935485,80.23796824,10
Long,Louise,F,45.09123458,3.270330052,80.90817109,10
Smith,Jacqueline,F,43.75561701,4.208858231,63.42371756,4
Thigpen,Adam,M,42.99732949,0.098326537,62.9139361,10
Harper,Sharon,F,39.79453958,4.318531067,15.42397843,6
Bennett,Rachel,F,23.2798652,5.016989369,0,8
Harton,Lynn,F,44.98101425,1.859041162,26.25522931,6
Penaloza,Evelyn,F,35.40090969,3.800180765,0,2
Middleton,Dawn,F,36.6396741,3.371201481,40.15954733,9
Johnson,Harold,M,48.12248029,6.104756931,63.53294881,3
Emig,Lynda,F,36.67232178,4.533133595,15.1707435,4
McDonald,Darryl,M,34.1539355,3.350407319,0,5
Meza,Jefferson,M,42.76294919,3.539735307,55.63093576,2
Mosher,Sharon,F,38.7760672,2.73653979,60.44780871,10
Epp,Jose,M,30.03946624,4.053123954,0,3
Glatt,Kevin,M,36.57472469,5.798212316,0,3
Weakley,James,M,31.24049951,4.330463495,0,8
King,Willie,F,39.30678713,1.643830388,73.72822437,9
Williams,Daniel,M,35.15622596,5.427765132,22.04268247,9
Becton,Grace,F,40.11547003,6.515628856,5.291085242,10
Smith,Megan,F,47.18056937,3.82529337,98.85780454,3
Nichols,James,M,33.97840219,6.941928197,0.481089217,7
Anderson,Kendrick,M,49.37061362,5.911497741,48.70888462,5
Green,Roger,M,55.1621813,6.285649654,96.57418018,5
Jackson,Jacqueline,F,16.57718746,4.497088343,0,1
Green,James,M,19.95495089,6.336939343,0,2
Robinson,Rose,F,38.11056652,4.797261877,27.62448433,8
Milton,William,M,49.36785136,4.346008046,67.21858738,8
Jenkins,Kathryn,F,42.53341344,1.141344081,68.36940451,10
Primus,Gladys,F,40.72891899,4.974059878,58.07945961,4
Brower,Dana,M,49.8486936,2.860733157,109.7048603,3
Campbell,Kathy,F,44.66859957,3.821069709,105.382458,5
McGill,Dorothy,F,44.0668582,2.73360338,55.13725959,4
Scroggins,Lisa,F,42.50725463,5.582640487,66.78800415,4
McNish,William,M,30.73411688,4.10686397,0,4
Southerland,Catherine,F,27.84869012,6.610387794,0,5
Gregory,Alissa,F,61.51090805,3.016222486,168.4746233,8
Gustafson,Carey,F,25.240531,5.68090201,0,1
Plant,Stephen,M,53.77111114,1.69642768,121.9452003,4
Seymour,Tina,F,52.65773329,5.404696104,102.0865863,4
Brennen,China,F,41.40358228,5.289004304,77.16786912,8
Whitehead,Denise,F,62.68424206,4.060247825,198.3939914,1
Brown,Susan,F,40.71859011,5.512895198,55.5384561,6
Rojas,Angela,F,41.93715767,2.910067538,74.49988927,6
Cortez,Rose,F,45.95132088,3.608469574,102.6046075,3
Fry,James,M,49.14709921,4.519470247,107.9708512,5
Loyd,Barbara,F,27.43931678,7.273692689,0,9
Mullen,Edward,M,47.60720622,4.895091008,48.32877817,10
Martin,Angela,F,52.819873,5.14269126,125.9590625,5
Bishop,Laura,F,62.54500434,2.629827748,184.514068,10
Baker,Lee,M,42.91231086,3.487579591,31.87387808,2
Merlino,Peter,M,37.70650234,6.296673242,54.05440135,6
Valdez,Carla,F,48.51499005,4.496528083,129.1444431,9
Conner,Robert,M,51.41642332,3.307455631,58.29207535,4
Smith,Jodi,F,51.09535456,2.751318076,103.6060138,8
Lawrence,Linda,F,32.40695737,1.762785487,30.80470036,1
Childers,Rene,M,61.29102028,4.449211304,141.3835801,2
Mullins,Vivian,F,50.30346299,4.159432461,90.46997464,9
Garza,Edna,F,56.11714979,4.210935262,131.5082988,4
Choy,Lynda,F,50.15030924,4.205600828,95.74000969,1
Moore,Leon,M,27.76658822,6.49091159,0,2
Michael,Jared,M,45.64684765,4.979507711,79.84372612,7
Ibarra,Arturo,M,44.26410388,5.004230458,5.416488983,1
Green,Heather,F,44.56557754,4.901215585,108.4363127,3
Baran,Lucille,F,49.71849033,6.466396718,76.09167562,2
Ayers,Ruby,F,53.99857233,6.438958968,134.2106083,1
Allred,William,M,39.13457316,3.333007546,40.74746177,2
Lawson,Mary,F,38.71686716,7.118117802,47.8935424,7
Rouse,Gilbert,M,41.58906548,3.135050947,11.24166311,4
Franklin,Gordon,M,51.09969501,4.816140719,76.09691603,6
Wells,Nathanael,M,44.21710056,4.703518162,69.07545113,10
Betts,Gail,F,36.61978288,5.335607439,45.5264476,6
Koontz,Stephen,M,42.72430567,4.615632795,92.38085237,5
Bishop,John,M,46.49324396,5.108297994,17.73554711,4
Hare,Ruby,F,21.157879,5.285518892,0,2
Gil,Alice,F,26.69465925,1.870630585,0,2
Watson,Patrick,M,48.25962819,4.060878883,39.61947644,2
Lamb,Walter,M,44.7288833,2.52365087,43.93672038,4
Boyd,Myrtle,F,37.00724667,5.672164193,24.93378302,10
Davis,Mary,F,28.72147094,4.07989125,21.02430321,7
Clark,Danny,M,54.38425965,3.679334588,122.5479946,1
Clark,Grover,M,46.49565248,4.666766929,61.92462242,3
Toland,Antonio,M,59.81432203,5.131939584,148.2829318,10
Pena,Randall,M,40.41616033,3.002839313,7.624825286,9
Moss,Amanda,F,48.585727,4.255513646,115.9154854,6
Rivers,James,M,48.17484769,2.151032731,47.75253823,3
Hall,Carol,F,28.7083986,5.595745259,16.16429188,9
Harmon,Lillian,F,40.2687609,5.5377931,58.65276987,6
Malloy,Anita,F,28.75915747,3.122788306,0,5
Hernandez,James,M,42.17319428,5.615859008,82.52043734,8
Jones,Glenn,M,25.07505988,3.509953251,0,4
Hill,Tina,F,30.97570015,4.436101456,0,9
Snyder,Rosemary,F,61.39291362,3.975603255,134.5944248,6
Robinson,Travis,M,35.14238994,4.39994826,0,6
Williams,Lorena,F,35.53657236,6.064069013,0,8
Genova,Janyce,F,39.66954524,2.934889822,44.17383572,10
Wiggins,Angelina,F,28.20916159,4.149906216,0,3
Soto,Christian,M,32.40420661,4.864939024,24.87366296,9
Thompson,Evelyn,F,46.56245149,5.052990297,117.7144981,1
Johnson,Ronny,M,47.21478111,5.355810269,82.03027783,5
Sampson,Michael,M,37.71483092,2.904571059,27.05358427,6
Roberts,Pamela,F,54.07816321,4.639915932,190.4319845,4
Lynch,Michelle,F,41.85073692,4.908536442,44.07498856,7
Lacombe,Eric,M,51.02070601,2.390620593,115.6092973,2
Norris,Roosevelt,M,36.55276313,6.172468369,36.84396303,1
Enriquez,Faye,F,46.72283387,3.77435207,87.60291891,1
Green,Carolyn,F,32.26030865,4.912427132,48.21585045,8
Snow,Scott,M,46.15756812,4.154298493,102.2177054,3
Robles,Angela,F,51.89377339,4.648877897,108.3098044,10
Thomas,Anthony,M,32.62798515,4.12240922,0,1
Jimenez,Derrick,M,36.93206382,4.693803983,46.37361193,8
Johnson,Dorothy,F,30.55513538,2.623895532,17.4505691,2
Barber,Dianne,F,40.54040018,6.123078418,79.79968217,9
Howard,Sarah,F,41.9973249,4.163390514,43.55573403,4
Dodgen,Jeff,M,39.52655643,3.027038869,42.22110914,9
Bentley,Kenneth,M,41.56699516,6.527415006,98.66591556,4
McGeehan,Kevin,M,47.36163253,4.320451066,42.75446499,2
Shaw,Rolando,M,47.92653363,1.466113284,51.40072837,1
Buscher,Jennifer,F,66.29665409,5.250131641,197.3227951,7
Salazar,Jonathan,M,48.01890085,7.017267993,61.74606639,10
Williams,Evan,M,36.23916556,3.32798664,32.41755223,8
Mullane,Helen,F,28.85407088,3.432332032,0,5
Vaughan,William,M,43.75723209,5.661320235,19.23977016,5
Finlayson,Howard,M,34.34138631,5.90041634,9.634525983,3
Gowen,John,M,45.92039779,5.852016753,96.49708818,7
Headley,Belle,F,39.48935994,6.060194983,0,4
Canty,Donna,F,53.90688456,5.208166544,139.5031606,5
Pier,Guadalupe,M,39.38653385,4.229267416,53.85778292,10
Trudeau,Casey,M,33.81060372,5.147168758,10.31621522,10
Williams,Harold,M,47.06948686,2.725827324,20.52371705,1
Raynor,Manuel,M,38.90131949,4.507184198,70.97161161,10
Cotton,Richard,M,35.69969949,4.473136096,0,9
Kujawski,Cherie,F,44.92388591,2.115230462,85.29538437,1
Lopez,Vicki,F,42.15424319,4.009931967,29.04746388,1
Kuehn,Scott,M,29.33392169,3.420530891,0,7
Rochon,Heather,F,19.60816791,6.15313142,0,10
Johnson,Randolph,M,50.41219261,3.724583878,61.13675748,2
Masse,Shirley,F,46.07075093,1.836683764,97.12469056,5
Scott,Paul,M,37.98966478,3.750511838,0,8
Rice,Christopher,M,38.85270542,3.439092941,23.8076775,9
Rhoads,Adam,M,66.3282866,2.581280782,146.9291506,8
Brooks,Rodolfo,M,48.67306819,6.037300002,71.74841222,4
Rooks,Alfred,M,32.34640953,2.50137734,1.371463424,10
Mead,Kenneth,M,39.94133121,2.626057287,30.8541731,10
Gauthier,Jeffrey,M,40.73534494,6.770860129,74.33798959,2
Chaffin,Warren,M,29.40238561,4.271095655,0,10
Cobb,Susan,F,30.65699026,4.334046742,11.72457231,8
Toledo,Catherine,F,70.13680243,5.802355513,241.7264493,8
Gilmore,Larry,M,41.80508894,3.744937557,20.02555975,6
McGeehan,Jeremy,M,41.00727841,4.180518308,43.26743374,5
Raines,Russel,M,25.58133334,4.177122973,0,4
Hannigan,David,M,51.05947349,4.621377931,57.63695682,5
Bozeman,John,M,50.58160451,4.003249017,72.89303561,8
Quick,Pamela,F,27.43932952,2.456780933,0,9
Fulp,Scott,M,48.47477827,5.350002512,79.16685038,5
Hodge,Marcus,M,35.69717172,7.746514583,48.45394208,7
Homan,Susan,F,42.98821731,4.139134923,16.78092247,9
West,Brian,M,63.40938771,4.397612369,166.5905773,5
Cole,Chad,M,36.3913413,3.562756669,21.87178994,2
Ohare,Frank,M,48.78363795,2.91289161,93.89449136,2
Wright,Justin,M,27.78918733,4.886751455,0,10
Wetter,Lillian,F,31.52797131,6.781417367,46.49278232,2
Barton,Charles,M,51.87640504,6.411515013,84.83671466,6
Stark,Robert,M,27.38306462,5.33963521,0,3
Moorman,Charlie,F,38.0630053,5.42784488,9.406074,1
Keith,Gerald,M,55.68637276,2.817104725,105.9253967,3
Miller,Deborah,F,42.78207202,0.45684336,96.05240432,9
Williams,Sandra,F,38.40543372,6.817367088,71.9789812,10
McCall,Mark,M,45.44671733,2.37645789,75.82670164,7
Duda,Paul,M,31.57267269,6.428043613,14.10702727,9
Luna,Anna,F,40.54338626,6.314105613,32.71229394,9
Scott,Clyde,M,37.27131997,4.085161535,49.64978015,2
Salter,Linda,F,46.73581547,2.710970797,11.95722891,3
Mifflin,Frank,M,30.5534266,2.161517731,42.83453501,10
Crosby,David,M,44.46104439,4.253449786,46.31488041,8
Lipe,Donald,M,59.62941976,5.168180372,118.5376913,2
Hampton,Cathy,F,50.18565505,2.953022405,94.41577491,2
Johnson,Virginia,F,43.81940767,5.749624848,56.7374184,8
Bright,Mildred,F,45.53254037,4.262831913,97.85288152,6
Logan,Wayne,M,49.56512186,3.838265988,99.24555305,7
Brunner,Joel,M,43.23679796,6.274547908,88.89330926,6
Cullen,Shayla,F,37.69842252,5.501917493,54.2882972,8
Allen,Virginia,F,35.60388096,3.639941096,27.6154023,9
Creighton,Johanna,F,43.198038,3.082885328,86.88838581,9
Tapia,Billy,M,43.63387225,3.121299645,85.20734625,10
Ertl,Andrew,M,33.30617969,7.841776928,0,6
Collins,Irene,F,47.58064744,3.52003641,115.8911299,3
Allen,Freddy,M,37.21463758,6.918709464,39.06185463,2
Freeman,Robert,M,47.13927829,3.867495313,111.0854155,4
Alvarez,Andera,F,21.68663601,3.244382678,0,5
Looney,Courtney,M,44.39335352,6.505314012,25.59885965,8
Schwarz,Shelby,M,39.5151998,4.264566886,46.65643232,2
Barajas,Maria,F,52.85922951,1.186318573,123.4316751,2
Voegele,Gerald,M,44.32853151,5.552225015,51.77255716,1
Simmons,Norman,M,49.31960063,6.549356895,41.56683039,8
Brantley,Pat,F,34.78695547,5.994043435,16.52633766,10
Maddux,Donald,M,46.49949873,3.526069068,61.6591462,1
Turner,Rhonda,F,53.39496906,4.524490362,142.667915,8
Thetford,Edna,F,46.35047424,1.620047902,86.66546672,4
Johnson,David,M,46.4729899,5.344562871,74.82329652,2
Lumpkin,Annette,F,38.94188592,4.575552688,71.01857094,1
Murdoch,Alan,M,58.10540786,3.95330753,121.2282139,2
Greene,Donald,M,31.03508532,5.296553623,42.65726101,9
Valentin,Brady,M,42.86685149,3.231720964,71.80600638,9
Briggs,Frank,M,37.73553215,7.260996704,0,4
Shaw,Robert,M,44.6384744,4.109592923,68.21580914,6
Lee,Patricia,F,36.48689295,6.088804406,13.5017794,10
Johannes,Dawn,F,36.16793617,3.42448485,50.63966596,3
Sharpe,Leslie,F,47.66804004,3.999481873,79.71378353,8
Martinez,Darrell,M,56.64737159,4.738680393,78.94573752,4
Rowan,Sharon,F,25.69129106,4.490219304,0,8
Terry,Joanne,F,43.46304963,2.930567604,108.3618674,10
Lewis,Patricia,F,35.48255111,5.445040649,25.77475866,1
Schultz,Lizzie,F,49.01481634,5.290853379,105.2263905,3
Laliberte,Cynthia,F,31.97020602,4.376006498,22.16797134,9
Moffit,Mark,M,31.97953351,3.376802595,10.37357752,6
Goodwill,Theresa,F,45.97296037,3.933294763,96.3184268,8
Mangano,Gerald,M,43.82259897,5.720116721,93.29213224,8
Perry,Joseph,M,41.14103814,3.862403699,62.92472306,10
Norton,Dale,M,46.58214371,3.00745819,29.38297465,9
Bissett,Paul,M,39.88967083,2.870350546,50.14006956,8
Smith,Filomena,F,6.634917139,3.290380056,0,2
Bruns,John,M,44.29235127,5.691204109,136.8039118,10
Langley,Barton,M,63.89098608,4.373709898,135.4087773,2
Reid,Karen,F,31.74466078,4.927027671,0,4
Grace,David,M,35.56456214,6.552736007,61.14573215,3
Vasquez,Anita,F,44.79483712,6.741511751,69.63375834,3
Bell,William,M,36.48846767,2.099741162,53.39917089,4
Spence,Christopher,M,43.71812854,5.925957791,27.45347854,6
Stepney,Robert,M,34.85668034,7.044860388,0,2
Rackers,Cameron,M,42.19873952,5.168617115,38.68155824,7
Johnson,Clarence,M,36.87130258,3.80334267,29.89689357,2
Vazquez,Leah,F,36.76276294,5.61126721,27.56780712,1
Koenig,Geneva,F,46.94565503,4.431882435,95.67908091,9
Thomas,Steven,M,36.73326082,5.95273413,76.8809102,4
Bing,Frank,M,34.08393357,3.466952298,26.90216292,8
Sizemore,Quinn,F,55.60595154,4.257135548,112.8815041,1
Gaunt,Diane,F,28.79788418,6.872404198,12.08141691,9
Hart,Ana,F,31.53929667,6.632279203,19.98197134,9
Armstrong,Kara,F,23.87854228,4.689810018,0,1
Moore,Wallace,M,44.78436795,7.010346715,72.01587093,4
Morgan,Lois,F,39.95156644,4.655944043,31.07855464,2
Howze,Darin,M,31.98148379,4.690025761,0,4
Derossett,Janice,F,67.32980938,6.128349605,226.1951549,6
Savard,Catherine,F,36.17982485,3.657100348,48.00602112,10
Marbury,Marie,F,29.21396442,5.44192845,31.78561084,3
McDade,Kim,F,32.46348975,4.658096416,32.36757458,2
Graham,John,M,34.34853497,3.652801631,45.53820542,4
Thurston,Sharon,F,52.12876535,3.606496527,121.5814896,8
Peck,Laura,F,34.29895621,2.658470495,52.8040737,8
Gettys,Deborah,F,32.02336944,4.040508042,45.85405073,2
Jones,Sue,F,44.69539565,2.603113793,43.85319512,2
Guajardo,Earl,M,43.39248046,6.358299108,52.01375035,5
Prokop,Robert,M,34.60465921,5.475820746,0,2
Barron,Marilyn,F,41.20774498,0.940309644,37.4697262,10
Ahmed,Melody,F,33.03402503,1.452923852,45.08185429,4
Watson,Jordan,M,41.29211163,4.413443207,14.63743314,7
Hodge,Donald,M,37.99161771,4.46502554,39.04259642,9
Martinez,Veronica,F,45.10452875,3.247305431,65.14530262,8
Kessler,Toby,M,33.26351746,6.211366841,21.54285437,8
Thompson,Juanita,F,25.1036884,3.67900988,0,3
Buchanan,Eileen,F,42.17522971,4.326717239,64.50912394,10
Bixler,Teresa,F,38.27023503,5.395867494,32.96075469,10
Isaac,Carlton,M,42.83213826,6.5500432,86.75172525,10
Schwab,Rudy,M,50.54400941,4.386755747,92.08452657,7
Dolan,Kenneth,M,49.25844482,5.237139538,87.71363508,9
Smith,Amanda,F,53.73955908,5.559095159,154.1925041,3
Rodriguez,Christy,F,37.28613429,4.052743906,54.6819112,6
Whitley,Martin,M,44.50067652,3.133053137,39.27155954,10
Sabol,Harold,M,35.8765723,5.104877183,0,5
Mouzon,Charles,M,26.59106657,5.342065014,0,3
Young,Clarence,M,40.85571726,4.413694367,3.739130608,10
Birdsall,Ronald,M,47.82170068,4.128069977,97.70223932,8
Earle,Christopher,M,52.66023843,6.141575326,94.95814137,2
Dunn,William,M,35.37717665,5.248045615,0.83571231,7
Rackley,John,M,57.2232854,1.703244973,166.8480576,3
Spinks,Justin,M,30.94579338,3.240991352,0,5
Jenkins,Angela,F,15.71344636,6.640614365,0,4
Brooker,Jamie,M,17.43429651,6.500260976,0,4
Barrows,Maureen,F,33.94427239,5.813742759,24.59836482,2
Dagostino,Glen,M,41.54445299,5.16940696,87.93995142,5
Hawn,Lauren,F,27.31873935,3.591911415,14.6974209,8
Bautista,Earl,M,37.72356326,7.12563324,42.4883161,2
Gomez,Jason,M,46.96585055,4.314979326,68.65239045,8
Oliver,Doris,F,68.8742261,5.442935768,220.7950749,6
Webb,Alan,M,33.21546071,5.00837536,0,3
Hake,Chi,M,36.05877246,2.006468426,58.13849938,9
Luna,Anne,F,40.26134537,4.310166174,42.55769204,6
Hernandez,Dona,F,42.46904825,6.18166642,45.63345165,10
Petersen,Barry,M,42.49189461,2.785949845,63.83775228,9
Wescott,Joseph,M,40.04583386,2.196202881,42.34231016,6
Curry,Genevieve,F,43.51103831,4.327052489,46.38519881,2
Ferrell,Derrick,M,60.65270412,4.171201777,98.08033861,9
Covington,Frank,M,34.56834891,5.035917748,7.421389932,10
King,Carol,F,46.34955122,4.679663774,94.54579133,1
Marsh,Leslie,F,44.05506131,2.510722362,133.3589788,10
Drye,Ashley,F,47.20823648,6.669568093,70.92001162,8
Joplin,Amanda,F,31.32996484,5.245373226,25.59974414,7
Camacho,Luz,F,48.25077159,4.257706534,178.550006,4
Oram,David,M,39.42939297,5.470549907,45.72511242,7
Willson,Michael,M,51.70333822,4.15559083,159.1533538,4
Wagaman,Caleb,M,36.71802101,1.857649975,95.89124711,8
Lipman,Margaret,F,45.14284564,5.64974577,86.02058681,9
Truong,Jaime,M,44.62470939,5.587384061,99.43297403,7
Patterson,Natalie,F,47.01935623,2.974514296,83.55437309,4
Tyner,Demetrius,M,39.69714676,4.69850279,42.94360525,6
Olson,Albert,M,32.23909328,2.985498068,19.1418583,2
Taylor,Samantha,F,48.78373398,5.289623911,147.6924224,7
Buchanan,Latisha,F,36.75226599,5.457333673,24.20728781,9
Campos,Cody,M,51.08440868,5.494835466,72.33310518,3
Ryder,Tracy,M,53.7557811,6.465545338,49.95492587,4
Reynolds,Tristan,M,55.61122684,4.976850669,79.7954215,7
Day,Jennifer,F,42.60764428,4.715111434,8.39905755,1
Boughton,Ebony,F,32.58132396,4.173843214,42.29732669,5
Crisman,Sandra,F,66.49143043,5.518786074,215.0341805,10
Jonas,Gwen,F,46.05783641,3.54739602,74.98335131,9
Nord,George,M,58.71165621,4.424807059,147.2680846,8
Thomas,Matthew,M,35.17200368,7.285266788,29.46826322,5
Chang,Faustino,M,17.42465051,5.228208762,0,4
Dawkins,Joe,M,47.15049687,4.511756886,113.4235158,10
Buchanan,Olga,F,42.33286423,3.047438155,76.70820608,6
Forshee,Scott,M,51.40279635,2.67039211,102.3371721,3
Doctor,Brian,M,38.5259948,2.984555252,32.56282117,1
Jones,Emilie,F,58.64517948,5.956264232,160.3340303,1
Fischer,Robert,M,41.23412088,3.192493284,49.41207499,9
David,Allison,F,46.29937745,4.246429626,85.20531292,9
Lazarus,Wilbur,M,55.00072055,6.608657303,81.50510492,8
Butler,Ernestina,F,52.12773293,6.222049886,116.5698027,8
Jenkins,Cynthia,F,33.09706143,2.296603686,59.35912079,3
Jarrard,Linda,F,36.26604401,3.708473434,0,8
Irving,Alona,F,53.61333266,3.263894515,134.7853448,6
Trevino,Ronald,M,38.18131471,5.236824928,66.39504505,4
Wells,Rhonda,F,48.43727878,2.393194824,63.23658402,6
Barber,Jon,M,48.47846028,5.295920071,105.19568,3
McCullough,Sallie,F,33.1522542,2.307013723,51.47917953,3
Cunningham,James,M,41.95351112,3.790597191,83.55060767,2
Boyles,Paul,M,39.82948643,8.335166194,43.65489465,3
Clements,Billy,M,45.49058026,5.77357014,89.12981571,7
Small,Jeff,M,30.94067633,2.351727692,0.935717552,9
Ferraro,Grace,F,34.64576022,8.871609851,7.888779158,8
Ebert,Courtney,M,27.75842268,2.839214072,0,5
Wright,Mildred,F,48.41267346,7.99697751,140.580585,6
Amburgey,Concetta,F,41.05509362,2.108899931,9.522589888,8
Knox,Marie,F,53.90816036,5.671169549,105.8103977,1
Ayres,Petra,F,39.63690886,5.281885202,77.10120423,3
Naughton,Robert,M,47.00986753,5.743271144,97.75560597,6
Underwood,Michael,M,39.18208147,1.832521319,34.94107321,8
Tijerina,William,M,35.52103875,4.719891046,51.22859675,8
James,Bernadine,F,32.6077403,6.002924349,0,5
Joseph,Perry,M,43.47856994,3.797111619,35.05255792,1
Lopez,Ken,M,36.25568406,4.236527252,45.58862517,2
Meade,Kizzy,F,43.8823818,0.385159255,93.69859587,6
Beets,Edith,F,47.73468133,4.262178684,63.41792483,9
Jones,Sanda,F,28.16812201,6.167808963,0,9
Roberts,Clinton,M,40.12657974,2.11744073,71.40551105,9
Marquez,John,M,32.37254157,5.684026823,12.96858134,6
Janes,Rey,M,35.2627618,3.833014357,40.59837909,3
Belli,Barbara,F,40.09501487,5.585515695,46.81479325,4
Ryan,Alfonso,M,27.57255734,4.827752673,0,8
Rocha,Mirna,F,24.70919622,6.222662649,11.92476154,9
Hartsell,Fannie,F,22.35284508,2.942751224,0,5
Hamilton,Matthew,M,38.31568865,4.759159634,32.62649675,3
Jordan,Richard,M,40.76656923,5.417934903,55.59436354,7
Wright,James,M,43.29629478,6.571624118,68.31655316,1
Danielson,Jacqueline,F,35.57587306,2.111679892,46.35098016,10
Schulte,Donna,F,46.37050306,6.970703055,76.77890529,7
Helzer,Armando,M,49.72680958,4.193628469,135.3253291,2
Arteaga,Jonathan,M,38.52928642,3.748062385,23.84322421,8
Kean,Melissa,F,49.20994268,6.418563082,82.57006224,3
Pell,Christopher,M,65.35842429,4.086662953,153.3835046,7
Fletcher,Lorraine,F,54.14122066,7.296821581,158.544344,1
Davis,Cory,M,46.58701189,4.534314466,16.63790468,5
Sawyer,Kevin,M,46.58615791,3.938608911,52.40353987,5
Mann,Anthony,M,38.5168661,6.933317089,64.0998069,9
Pease,Theresa,F,30.77124264,2.129099944,0,2
Soto,Kala,F,40.32493857,3.254249568,77.19206722,4
Jones,Brandon,M,56.19872041,1.233182086,126.6982594,1
Motyka,Francisco,M,25.67407409,4.110893763,0,5
Boyd,Loretta,F,28.74875175,7.490918092,8.994938033,5
Werner,Deborah,F,49.41648339,6.947158943,104.9656267,7
Small,Katherine,F,34.66054429,3.066642791,2.432862137,6
McGee,Wendy,F,32.38275134,4.784232117,2.251844656,4
Leroy,Tina,F,40.9050098,6.442072268,75.26943529,6
Vining,Judy,F,32.1515925,4.904394428,0,4
Posner,Sara,F,38.16776115,5.432186904,51.81185063,3
Keith,Harold,M,31.99788146,4.24055215,0,10
Thompson,Floyd,M,37.05141304,5.358216539,19.2542825,10
Bland,Nannie,F,37.55245147,6.269356771,34.0210565,4
Borne,Walter,M,42.0143661,5.377867265,73.09156673,4
Johnson,Scott,M,53.33244397,5.217961967,112.843489,8
Richardson,Patricia,F,39.53029962,7.039764632,64.49127004,6
Gillen,Janice,F,48.176734,6.266545109,94.08474827,3
Roach,Carolyn,F,42.56150863,5.223591309,32.64663306,8
Hermann,Enid,F,36.03997999,4.597650931,33.6572521,5
Simpson,Elizabeth,F,34.07060743,3.197920537,36.86577841,3
Zeigler,Jesus,M,51.23480581,4.503569461,89.86588806,10
Croy,Saul,M,44.76427617,1.692927724,71.08254205,9
Sweeney,Ali,F,27.36838088,2.215509874,0,7
Colon,James,M,42.79321962,2.287545248,42.27846893,6
Simmons,Clarence,M,28.71326084,6.315636779,0,5
Chandler,Larry,M,40.04158102,3.383715958,11.77072494,3
Johnson,Marion,F,41.4178479,5.304362088,74.26878472,2
Gutierrez,Young,F,47.66136167,6.634793401,93.95893206,3
Anthony,Rebecca,F,40.91758766,5.014106871,101.8939249,5
Hayes,Kevin,M,44.45906033,4.322903303,43.53832241,7
Abreu,Erik,M,50.82390587,4.739293964,120.8548268,8
Rasnick,Lynn,F,54.91441549,4.201528607,130.4965754,7
Mohr,Lorraine,F,51.91512356,4.529362876,125.2113599,3
Schaller,Henry,M,55.45808808,5.23311034,121.9053712,8
